"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"netlogo/coherence_model_tencon.nlogox"
"H002_batch3_repeated_stress"
"07/03/2026 09:44:30:989 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","population","coupling-strength","noise-level","perturb-duration","recovery-tolerance","perturbation-regime","perturbation-strength","identity-pull-weight","social-pull-weight","metabolic-rate","shock-multiplier","recovery-rate","fatigue-threshold","fatigue-saturation","fatigue-intensity","cost-decay-rate","fatigue-enabled?","controlled-variance?","selective-identity-pull","human-update-rate","ai-influence-radius","ai-tie-strength-multiplier","ai-noise-multiplier","human-noise-multiplier","coordination-regime","human-regime-bias-mean","ai-regime-bias-mean","ai-proportion","[step]","recovery-time","max-deviation","heading-variance","diversity-index","human-heading-variance","ai-heading-variance","human-diversity-index","ai-diversity-index","mean-cumulative-cost","human-mean-cost","ai-mean-cost","human-ai-cost-ratio","mean-alignment-work","human-mean-alignment-work","ai-mean-alignment-work","human-ai-work-ratio","cost-gini","max-fatigue-level","human-max-fatigue","ai-max-fatigue","mean-fatigue-level","human-mean-fatigue","ai-mean-fatigue","agents-fatigued","initial-coupling-bias-variance","num-humans","num-ais"
"31","100","0.4","0.35","144","5","periodic","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","coherence","0.3","0.8","0.2","3000","0","15.764114324696237","95.61308204559198","0.5311837891421777","98.00994463382789","80.85742656677759","0.544499692410155","0.44920792537098664","649.9348410550142","656.8638914932674","622.2186393019999","1.055680190214379","1456.2290578261004","624.2253953997176","4784.243707531629","0.13047525033413876","0.028595466147817827","0.16727656786193126","0.16727656786193126","0.1255218786966552","0.0999565607033425","0.10457592766217808","0.08147909286800006","100","0.08983010028225401","80","20"
"32","100","0.4","0.35","144","5","periodic","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","coherence","0.3","0.8","0.2","3000","40","20.998372969731605","96.15944080756849","0.5342191155976027","93.01497776306158","108.85212274014711","0.5167498764614532","0.6047340152230395","1870.8513204244591","1885.633513270927","1811.7225490385867","1.0407959619819063","1422.7219747992617","915.0594349460714","3453.3721342120202","0.26497562364644117","0.018560450143880747","1","1","0.9656634994944229","0.9136600604258072","0.923454650692495","0.8744816993590578","100","0.0868259266905254","80","20"
"33","100","0.4","0.35","144","5","periodic","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","coherence","0.3","0.8","0.2","3000","4","29.120458818031324","97.77253572053529","0.5431807540029738","95.07121658096457","108.23528256501406","0.5281734254498032","0.6013071253611892","7317.7491823887485","7361.109522807953","7144.307820711942","1.0303460751603517","1471.3652672316346","726.751120320138","4449.821854877621","0.16332139668097456","0.015195726737007531","1","1","1","1","1","1","100","0.0836018324030506","80","20"
"34","100","0.4","0.35","144","5","periodic","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","coherence","0.3","0.8","0.2","3000","0","19.66065918613039","89.73717266720587","0.4985398481511437","86.04275425878463","103.46934071077706","0.4780153014376924","0.5748296706154281","691.3619180058741","697.3010806275023","667.6052675193615","1.044481094672129","1341.4097776262643","846.6993460942485","3320.251503754327","0.25501060541252835","0.024190259509112133","0.16473686797417061","0.16473686797417061","0.1516462457758389","0.1275746120039161","0.13153405375166816","0.11173684501290773","100","0.07959195683203645","80","20"
"35","100","0.4","0.35","144","5","periodic","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","coherence","0.3","0.8","0.2","3000","0","19.13169281109019","96.64585262778384","0.536921403487688","96.52232251253692","96.61947673768465","0.5362351250696495","0.5367748707649147","3408.9459246245488","3436.2001821376384","3299.9288945721914","1.0412952193574805","1280.996773619287","768.4662917877143","3331.118700945578","0.2306931576979157","0.024168103720691336","1","1","1","1","1","1","100","0.08061697492148884","80","20"
"37","100","0.4","0.35","144","5","periodic","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","coherence","0.3","0.8","0.2","3000","0","15.353877404452305","100.02937273879247","0.5557187374377359","102.6171631304228","77.94021267140229","0.5700953507245711","0.4330011815077905","641.5741614849303","644.1545088832735","631.2527718915578","1.0204383054874444","1378.2946113272221","855.2737653597381","3470.3779951971565","0.24644974309524725","0.024104353216043428","0.14420682404170582","0.14420682404170582","0.12779058719501465","0.09438277432328684","0.09610300592218225","0.08750184792770518","100","0.07969512727071316","80","20"
"38","100","0.4","0.35","144","5","periodic","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","coherence","0.3","0.8","0.2","3000","0","30.48532618216548","77.65541877610522","0.4314189932005846","81.12951877405658","58.64381837727562","0.4507195487447588","0.3257989909848646","6224.582224672285","6264.461814830748","6065.063864038416","1.03287647999465","1302.059616098154","829.2299852407899","3193.378139527612","0.25967171722527543","0.01882492315990736","1","1","1","1","1","1","100","0.08874082982445469","80","20"
"36","100","0.4","0.35","144","5","periodic","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","coherence","0.3","0.8","0.2","3000","0","11.710207006854816","82.42650034768256","0.4579250019315698","79.98952849184423","88.19555192579831","0.4443862693991346","0.4899752884766573","759.2651059405449","762.2694431342358","747.2477571657821","1.020102684584065","1350.486719913942","701.4155324632884","3946.771469716554","0.17771881089270716","0.0186080503250019","0.2241558149384864","0.2241558149384864","0.21754461263762997","0.17284340396036346","0.17484629542282398","0.16483183811052143","100","0.08692449127199765","80","20"
"39","100","0.4","0.35","144","5","periodic","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","coherence","0.3","0.8","0.2","3000","0","16.413555077609615","87.4677156439113","0.485931753577285","81.97689004621205","105.69893291983394","0.4554271669234003","0.5872162939990774","10303.69658487151","10371.90949219246","10030.844955587698","1.034001575950466","1521.2234972690994","759.9518115884314","4566.31023999177","0.16642579493017565","0.016341665669306726","1","1","1","1","1","1","100","0.07862145406796468","80","20"
"40","100","0.4","0.35","144","5","periodic","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","coherence","0.3","0.8","0.2","3000","0","9.658992979127362","82.49284404008033","0.4582935780004463","80.33717410973848","79.19352446066614","0.44631763394299157","0.43996402478147856","670.9381031311364","673.1547663946596","662.0714500770433","1.0167403628661629","1022.0641286217392","754.597945969507","2091.928859230665","0.3607187417678346","0.020910187739529462","0.152538920770314","0.152538920770314","0.14754978202344954","0.11395873542075766","0.11543651092977311","0.10804763338469563","100","0.07727539052966195","80","20"
