"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"netlogo/coherence_model_tencon.nlogox"
"H003_batch4_mixed_regime"
"07/03/2026 09:45:00:115 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","population","coupling-strength","noise-level","perturb-duration","recovery-tolerance","perturbation-regime","perturbation-strength","identity-pull-weight","social-pull-weight","metabolic-rate","shock-multiplier","recovery-rate","fatigue-threshold","fatigue-saturation","fatigue-intensity","cost-decay-rate","fatigue-enabled?","controlled-variance?","selective-identity-pull","human-update-rate","ai-influence-radius","ai-tie-strength-multiplier","ai-noise-multiplier","human-noise-multiplier","coordination-regime","ai-regime-bias-mean","ai-proportion","human-regime-bias-mean","[step]","recovery-time","max-deviation","heading-variance","diversity-index","human-heading-variance","ai-heading-variance","human-diversity-index","ai-diversity-index","mean-cumulative-cost","human-mean-cost","ai-mean-cost","human-ai-cost-ratio","mean-alignment-work","human-mean-alignment-work","ai-mean-alignment-work","human-ai-work-ratio","cost-gini","max-fatigue-level","human-max-fatigue","ai-max-fatigue","mean-fatigue-level","human-mean-fatigue","ai-mean-fatigue","agents-fatigued","initial-coupling-bias-variance","num-humans","num-ais","mean-regime-bias","human-mean-regime-bias","ai-mean-regime-bias","regime-bias-variance"
"244","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","-1","83.28998921996936","105.72151841368712","0.5873417689649284","97.41060383487039","140.37553101559413","0.5411700213048355","0.7798640611977452","2910.274471822237","2874.285467377859","3054.2304895997568","0.9410833521456075","974.3917997720815","750.3070969404573","1870.7306110985805","0.4010770404295902","0.027112927349989713","1","1","1","1","1","1","100","0.0829408722097783","80","20","0.7672597364065404","0.7600250816981294","0.7961983552401861","0.014735084867299644"
"245","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","-1","103.61770872678855","41.71493625607432","0.23174964586707955","45.02650055911896","26.591812967742317","0.25014722532843864","0.1477322942652351","2920.191833759947","2888.7851267052115","3045.8186619788803","0.9484429138103573","1040.449565997085","821.3681967740513","1916.77504288922","0.4285156987102539","0.025060303777376225","1","1","1","1","1","1","100","0.08267399188175643","80","20","0.7489146025367801","0.7427128435370652","0.7737216385356394","0.02077202362238049"
"246","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","146","36.78465193953587","40.580292429300144","0.22544606905166747","45.049556910404924","22.792235658002934","0.25027531616891624","0.12662353143334965","12.023627045781472","10.965207020653915","16.2573071462917","0.6744786773100416","1564.6920744669364","1197.935586334775","3031.7180269955848","0.395134235990252","0.11258659544435212","0","0","0","0","0","0","0","0.08173769485720073","80","20","0.7587900682632573","0.7426468595706173","0.8233629030338185","0.017670195469383417"
"247","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","251","45.920639087086734","35.259706279325876","0.195887257107366","38.11153576264163","22.60299841450266","0.21173075423689794","0.12557221341390368","11.918356215436699","10.806160179503323","16.367140359170214","0.6602350772564142","1557.3644677964628","1066.2349126632755","3521.882688329213","0.30274572068983346","0.10746763956874217","0","0","0","0","0","0","0","0.09123215813794172","80","20","0.757130211160919","0.7516434176638633","0.7790773851491437","0.019397774259129863"
"248","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","447","47.4687007843189","33.96761645623367","0.1887089803124093","37.41859209459154","22.019792836450254","0.20788106719217522","0.12233218242472363","11.669699888055787","10.626690861212484","15.841735995428994","0.6708034311567073","1448.3210169056574","1133.8713747406448","2706.119585565708","0.41900268590813655","0.10542345197895786","0","0","0","0","0","0","0","0.08527727488817927","80","20","0.7495207015870119","0.7391470580541435","0.7910152757184855","0.01835649717913068"
"252","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","0","26.06458565657053","55.756952810754335","0.3097608489486352","61.00167746057731","32.90659333446567","0.3388982081143184","0.18281440741369817","12.166530284679132","11.03662333508365","16.68615808306104","0.6614238748155863","1707.258728076442","1099.615303099364","4137.832427984754","0.26574669763388875","0.12892604881151093","0","0","0","0","0","0","0","0.09327818971430794","80","20","0.738912736098566","0.7227409889126142","0.8035997248423732","0.01988058369651059"
"249","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","436","37.50790104260979","35.95521594716826","0.19975119970649036","39.97263768410801","18.03533834932014","0.2220702093561556","0.10019632416288966","11.660290161684557","10.509087809158002","16.26509957179076","0.6461127251495191","1362.3214793868153","917.3068935036956","3142.379822919296","0.2919147096137824","0.1170000281211554","0","0","0","0","0","0","0","0.08605146394507288","80","20","0.757991401979285","0.7479345341803512","0.7982188731750206","0.020805359608810116"
"251","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","246","31.18086340992135","36.770192563243434","0.20427884757357465","40.32105281272138","21.95827577985719","0.22400584895956324","0.12199042099920661","11.700804571061242","10.64396548470912","15.928160916469755","0.6682482391110975","1403.3480822854074","949.6371918766233","3218.191643920539","0.29508410217600806","0.1091614878725593","0","0","0","0","0","0","0","0.09530077682214962","80","20","0.7861709346710545","0.7787030539875837","0.8160424574049367","0.013461303656514703"
"250","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","221","41.33778365183441","36.09145045543599","0.2005080580857555","39.85518904583738","19.86457625306415","0.22141771692131876","0.1103587569614675","11.809407356783845","10.638178894181944","16.494321207191465","0.6449600902366166","1539.201910911048","1061.4537030459078","3450.194742371607","0.30765037405288065","0.11981057069002787","0","0","0","0","0","0","0","0.07737482344122543","80","20","0.7622815842263048","0.7492715238501312","0.8143218257309999","0.01738961276131709"
"253","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","296","38.855929233291974","39.70750417861358","0.22059724543674214","42.80778691848764","26.067416818948903","0.23782103843604246","0.1448189823274939","11.760649930765009","10.72990683190882","15.883622326189771","0.6755327350120113","1499.0030212490337","1250.097367123532","2494.6256377510445","0.5011162188850586","0.10684468915521839","0","0","0","0","0","0","0","0.07171469447578292","80","20","0.751486141916872","0.7358447109092041","0.8140518659475413","0.02004135067594065"
"254","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","231","50.914467785228055","37.87627244866333","0.21042373582590737","41.109099718028965","22.399894454541773","0.22838388732238313","0.12444385808078763","12.015339738646059","10.891814660539954","16.509440051070495","0.6597325304096979","1760.5824860706155","1205.8743513682634","3979.41502488002","0.3030280440288132","0.11197330676994643","0","0","0","0","0","0","0","0.07293447241109788","80","20","0.7337279168552928","0.7163646552798641","0.8031809631570038","0.01975480823417073"
"255","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","626","59.505383983577715","48.588721106715774","0.2699373394817543","51.747507580188554","38.095512282228896","0.28748615322326976","0.21164173490127164","12.218045608397906","11.150919861685894","16.486548595245964","0.6763647222622057","1564.4849085650546","1072.3265783092","3533.118229588472","0.30350713127256485","0.124932603834075","0","0","0","0","0","0","0","0.09055964293246066","80","20","0.7402734447214724","0.7283827290406625","0.7878363074447124","0.017378616664487825"
"256","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","-1","76.05924597992683","138.8746199664899","0.7715256664804994","136.4093626577316","148.65618229217108","0.7578297925429534","0.8258676794009504","2917.766998642057","2888.1075511254808","3036.404788708357","0.9511602543460752","1231.1799712446314","696.7854968351148","3368.7578688826934","0.20683751220927488","0.024394575536135665","1","1","1","1","1","1","100","0.07746656212443068","80","20","0.7534348570645453","0.7437508090399245","0.7921710491630292","0.02201674717032437"
"257","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","-1","85.74800697282808","115.0195179203999","0.6389973217799995","111.93152748708155","125.90676918644786","0.6218418193726752","0.6994820510358214","2909.506357374457","2886.5656046593303","3001.2693682349623","0.9617815832228721","1136.5266177402525","711.0177141278135","2838.562232190009","0.25048515972794055","0.02753034880908589","1","1","1","1","1","1","100","0.07959132506378748","80","20","0.7572180925263374","0.7437202641552947","0.8112094060105088","0.015275919429585587"
"260","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","76","20.21913526268773","41.76797157738647","0.23204428654103593","44.861942152720914","28.316296321490476","0.24923301195956063","0.15731275734161376","11.800346963969254","10.601874386741208","16.594237272881475","0.6388889234497648","1484.9015599587178","883.6172079893537","3890.0389678361753","0.2271486777626969","0.1211800531123628","0","0","0","0","0","0","0","0.07983211053308717","80","20","0.7660339652687618","0.7503954742419335","0.8285879293760747","0.022312530832165264"
"258","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","316","35.95650758395815","40.906842361480514","0.22726023534155843","42.19760884820665","35.54654130210117","0.23443116026781471","0.19748078501167315","11.862778272465242","10.744529919666943","16.33577168365839","0.6577301720258075","1515.6903780279672","1035.6261248652133","3435.9473906789826","0.3014091914429929","0.11142451985796331","0","0","0","0","0","0","0","0.08493901509638282","80","20","0.7654948530415219","0.7532602749165613","0.8144331655413641","0.01759795368074471"
"259","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","369","24.591691206427697","57.60111445177108","0.3200061913987282","60.59114510893619","38.26385404781704","0.33661747282742327","0.2125769669323169","11.658938864071008","10.547999613060561","16.102695868112797","0.6550455712169371","1362.3496686320414","972.9112836812077","2920.103208435374","0.33317701952134265","0.10870538839299959","0","0","0","0","0","0","0","0.09649385520897956","80","20","0.7359548492013086","0.7208763228151608","0.7962689547459012","0.017943824803224595"
"261","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","216","26.603733213314484","128.87542048404367","0.715974558244687","131.44874152568445","105.35245807587982","0.7302707862538025","0.5852914337548879","11.812479342992278","10.718894445513275","16.18681893290826","0.6621989465590096","1386.1230046234446","1131.6988440942225","2403.819646740335","0.470791910544889","0.11512454977453634","0","0","0","0","0","0","0","0.07476833231122909","80","20","0.7506469301594992","0.7388506947086971","0.7978318719627084","0.015471818082890415"
"262","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","36","31.68624830637706","35.274932142318015","0.19597184523510008","38.76396529165977","23.0339394937968","0.21535536273144318","0.12796633052109335","11.723478782071446","10.568265080210256","16.34433358951617","0.646601161333927","1428.793507629681","1045.001227698549","2963.9626273542062","0.3525689622582638","0.1147663791292104","0","0","0","0","0","0","0","0.085794023127867","80","20","0.7736312874267268","0.7644926075547811","0.8101860069145088","0.020179128860786346"
"263","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","-1","78.29811053943794","54.73593122795459","0.3040885068219699","58.11241352691459","42.400118152432334","0.32284674181619216","0.23555621195795742","2920.8283864905497","2888.188533345442","3051.3877990709834","0.9465163799320334","1093.733466061043","798.8580719890031","2273.2350423492003","0.35141903811382796","0.02495879040751947","1","1","1","1","1","1","100","0.10051520715203022","80","20","0.7539722967209186","0.7402581873632477","0.8088287341516016","0.020000066125291708"
"264","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","-1","63.12398659716676","62.35963645449295","0.34644242474718306","64.6561174455588","48.06384482986073","0.3592006524753267","0.26702136016589295","2899.305899820929","2876.789232915461","2989.372567442807","0.9623388078978555","1141.1717135894314","834.1836138223804","2369.124112657636","0.35210633726006446","0.02713101760334391","1","1","1","1","1","1","100","0.08570105699247224","80","20","0.7347669444082624","0.7185578243341986","0.7996034247045163","0.023454166800012527"
"267","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","171","29.12469005534578","74.42274214340603","0.4134596785744779","74.40404805255653","71.99999999999999","0.41335582251420294","0.3999999999999999","11.924970607086989","10.89121892359347","16.05997734106105","0.6781590466972546","1758.2098318177927","1209.3247897037024","3953.7500002741544","0.3058677937704325","0.11405409805462874","0","0","0","0","0","0","0","0.07729736894204445","80","20","0.768758942157185","0.7686686640569055","0.7691200545583031","0.016300633570986895"
"266","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","-1","48.59630539560389","52.67898150784342","0.2926610083769079","58.646892191292366","21.77864178335647","0.325816067729402","0.12099245435198039","2917.1207689184494","2885.370909554164","3044.120206375598","0.9478505163859986","1049.4216967666255","717.1750156943924","2378.4084210555566","0.3015356863629437","0.02704119724261389","1","1","1","1","1","1","100","0.0851451781215471","80","20","0.7594737162002678","0.7460791931206877","0.8130518085185889","0.02000665552717177"
"265","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","-1","53.19411690747968","37.48375758816204","0.20824309771201135","38.754612925863974","32.401582584544144","0.21530340514368873","0.18000879213635634","2891.6963828547196","2867.74891049494","2987.4862722938374","0.9599203641839796","1122.7749424710064","857.5358364103249","2183.731366713733","0.3926929152008376","0.026011073042096378","1","1","1","1","1","1","100","0.06942974832319858","80","20","0.7602215729621234","0.7584900116049098","0.7671478183909773","0.017510126200639485"
"269","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","642","57.71497531433202","29.949327272343456","0.1663851515130192","32.090556434574246","19.218916267509183","0.17828086908096805","0.10677175704171768","11.77849858480167","10.656403082244923","16.266880595028688","0.6550981314451658","1623.2432734140043","1035.1584829084875","3975.582435436074","0.26037907645472913","0.11002785321460506","0","0","0","0","0","0","0","0.07148730504440198","80","20","0.7607384847452101","0.749102017575203","0.8072843534252396","0.019444431264154148"
"270","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","346","38.1149246226786","44.269081886297634","0.24593934381276464","48.873923196979696","25.89685889873901","0.2715217955387761","0.14387143832632782","12.023619665321096","10.965253101510328","16.257085920564172","0.6744906900959405","1586.0996732082806","1124.5263574159942","3432.3929363774287","0.3276216850052217","0.1113951780169482","0","0","0","0","0","0","0","0.08093468517059757","80","20","0.742488298796344","0.7336709660322667","0.7777576298526527","0.0174358307010997"
"268","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","0.75","3000","-1","55.117121493124294","44.434204479293065","0.24685669155162815","48.39902223317014","25.812478194332975","0.2688834568509452","0.1434026566351832","2923.000653109866","2896.1703129144544","3030.322013891518","0.9557302160093584","1069.9189864691705","784.993368082429","2209.621460016138","0.35526147002423475","0.025263628446783315","1","1","1","1","1","1","100","0.09563468605403763","80","20","0.7581217162348638","0.7445342121884496","0.8124717324205214","0.020247348868426645"
"271","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","138","31.63086686828794","26.154043151725332","0.1453002397318074","28.185689079272606","18.059734768118528","0.15658716155151448","0.1003318598228807","11.577062823088058","10.446572918448824","16.099022441645012","0.6488948603131081","1201.2548543149053","770.7941467160808","2923.097684710204","0.2636908614952761","0.1105288652491232","0","0","0","0","0","0","0","0.07552392896779613","80","20","0.9235342560663271","0.9551383602567161","0.7971178393047735","0.009441102683654274"
"272","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","466","41.52341689244427","29.30282724664403","0.16279348470357793","27.102990432513213","39.18987319968555","0.15057216906951784","0.21772151777603083","11.50789775336009","10.398380191194693","15.945968002021692","0.6521009066289574","1356.2206283369326","962.5564395143032","2930.877383627446","0.3284192115614818","0.11212506717619752","0","0","0","0","0","0","0","0.08459722291819993","80","20","0.9298445931449038","0.9584120489413553","0.8155747699590968","0.009874279398795024"
"273","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","441","58.14716985096165","36.13677494685824","0.2007598608158791","41.12434017559961","17.167122305879843","0.22846855653110895","0.09537290169933246","11.771940908349645","10.639615211803683","16.301243694533504","0.6526873293337486","1412.8898686491957","1010.0764135302968","3024.1436891247895","0.3340041073982902","0.11447064753604663","0","0","0","0","0","0","0","0.08875803559589825","80","20","0.9020638782917709","0.9291406905944181","0.7937566290811808","0.011470542814142252"
"276","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","0","33.28544239976388","31.701974401394235","0.17612208000774576","33.264427392507244","25.92853887566156","0.18480237440281802","0.14404743819811977","11.803110182150588","10.687261322124195","16.266505622256147","0.6570102743825741","1527.2781183279956","891.3125026407622","4071.140581076927","0.21893434650320667","0.10944875408044852","0","0","0","0","0","0","0","0.10193250546316504","80","20","0.9070059284445955","0.9393687230775697","0.777554749912696","0.012570936868933912"
"274","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","27","20.01678373568683","145.82395234885925","0.8101330686047736","146.63426565799634","139.890155723522","0.8146348092110908","0.7771675317973445","11.682210575202356","10.568164566175335","16.138394611310414","0.6548460872786415","1208.0909095200818","902.6994995964435","2429.6565492146333","0.37153378731172276","0.10835912795408831","0","0","0","0","0","0","0","0.07931253814843689","80","20","0.9166137663960113","0.9480375990231004","0.7909184358876546","0.009969295774339998"
"275","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","431","39.99121499542822","43.02941302238455","0.23905229456880306","44.382873629293194","39.841356802399005","0.24657152016273998","0.22134087112443893","11.670071039593408","10.557186317731986","16.12160992703911","0.654846902109045","1217.6547799154791","904.5327065861331","2470.1430732328627","0.36618636239653224","0.11632462347454009","0","0","0","0","0","0","0","0.0916063299019864","80","20","0.9255868881499855","0.9513281945074012","0.8226216627203204","0.009385701760329752"
"278","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","-1","100.2981521395144","95.61990450099788","0.5312216916722104","93.04814167329661","105.95886001776412","0.5169341204072034","0.588660333432023","2941.471824249475","2920.29075824486","3026.1960882679286","0.9650038110770002","1127.0427473267562","807.8174673101215","2403.9438673932964","0.3360384068310521","0.02798797716153545","1","1","1","1","1","1","100","0.07174822319032179","80","20","0.9049974802371524","0.9344429517699261","0.7872155941060585","0.012600789864333276"
"277","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","1416","80.0918582238157","35.590829068306","0.19772682815725556","39.02791218834453","20.980299335605118","0.21682173437969182","0.11655721853113954","11.59210538997193","10.487249704584219","16.01152813152276","0.6549811872070728","1252.7391973952097","755.4915083489216","3241.729953580362","0.2330519565685943","0.11352085228546183","0","0","0","0","0","0","0","0.08627421680636653","80","20","0.9042695119671177","0.9321624431539848","0.7926977872196502","0.012488346359332896"
"279","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","151","49.22705294844523","26.058420882616687","0.14476900490342604","27.031814586667046","22.65808543285913","0.15017674770370582","0.12587825240477296","11.604955961413163","10.544467002985723","15.846911795122912","0.6653957022863543","1298.244369795829","813.4218162579925","3237.5345839471747","0.25124729795666784","0.10473194528189778","0","0","0","0","0","0","0","0.0624833701940225","80","20","0.9267274298605571","0.9601531696389751","0.7930244707468873","0.009110422380264372"
"280","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","346","61.36014331102918","25.54638654192196","0.14192436967734423","27.905595528683442","14.75425492743122","0.15503108627046355","0.08196808293017344","11.662778560849585","10.653704034690165","15.699076665487286","0.6786197852075706","1133.5831067602805","847.183123044427","2279.1830416236944","0.3717047326049302","0.09926943051012227","0","0","0","0","0","0","0","0.08311845403882157","80","20","0.9254293839071192","0.9513640617425623","0.8216906725653453","0.008555747907830251"
"284","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","0","15.347258729492623","28.469484367181394","0.15816380203989663","30.460807408466177","21.969752777885578","0.16922670782481208","0.12205418209936432","11.674325815349443","10.557662758289974","16.140978043587314","0.654090646166541","1555.5719334593205","955.2606406956545","3956.817104513984","0.2414214798065552","0.11226831095520873","0","0","0","0","0","0","0","0.0736701471979252","80","20","0.9242915462152397","0.9540086661840721","0.8054230663399119","0.009977843000475089"
"281","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","-1","60.45860512249883","35.942544556636776","0.19968080309242653","36.6692040439334","33.237082510597524","0.20371780024407443","0.18465045839220848","2891.077786085839","2852.552310752862","3045.1796874177485","0.9367435105846804","859.4659499650314","711.580984100485","1451.0058134232181","0.49040532954290555","0.027742555313984063","1","1","1","1","1","1","100","0.08123000605738388","80","20","0.9206237699269831","0.9470600087180493","0.81487881476272","0.010552769287998216"
"282","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","1756","83.77331536486336","29.184966863229512","0.1621387047957195","32.099064653343426","23.236617269425793","0.17832813696301902","0.12909231816347663","12.574864435487505","11.478209127990413","16.9614856654759","0.6767219189621833","1176.4655263982393","802.1378657181357","2673.776169118655","0.3000018756179356","0.1025657854398907","0","0","0","0","0","0","0","0.08609818819279458","80","20","0.9244017788280375","0.9514635889986364","0.816154538145641","0.0103323764526055"
"283","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","246","44.42350564361717","26.78778689671003","0.14882103831505572","26.380733718805622","27.018514726002433","0.14655963177114234","0.1501028595889024","11.435386041342694","10.279028068406443","16.06081793308768","0.6400065121982432","1517.7365509944148","906.5120308266927","3962.634631665302","0.22876497963823875","0.1147017731673945","0","0","0","0","0","0","0","0.07368856325316737","80","20","0.914422316886143","0.9426870353969855","0.8013634428427739","0.012285287893937916"
"285","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","539","59.516794555813036","28.528249478361857","0.1584902748797881","28.281389625362237","32.12039280046163","0.15711883125201243","0.17844662666923128","11.615548522821168","10.451351713013974","16.27233576204993","0.6422772898644608","1326.7079141640406","887.5391487104565","3083.3829759783807","0.28784590030657276","0.1122049353732486","0","0","0","0","0","0","0","0.08161579624687623","80","20","0.9076208996827756","0.939878921584848","0.7785888120744856","0.010981231173022883"
"286","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","306","40.71713175500564","28.071352962539645","0.15595196090299804","29.965092190048","20.71448712765505","0.16647273438915555","0.11508048404252806","11.57516077225618","10.481388309210063","15.950250624440661","0.6571300072958958","1097.0581628371867","804.7548516462723","2266.271407600846","0.35510082726508635","0.11183353010780195","0","0","0","0","0","0","0","0.07302074192344594","80","20","0.9147253982011659","0.940856249828905","0.8102019916902081","0.009905499357199298"
"287","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","156","45.44967667179468","30.5801775959717","0.1698898755331761","31.52427441368663","25.624998494350166","0.1751348578538146","0.1423611027463898","11.577285010094396","10.497955633049603","15.894602518273569","0.660472988926927","1248.2084109232462","856.6636262579611","2814.3875495843854","0.3043872285408842","0.11012259294019167","0","0","0","0","0","0","0","0.07248368877150846","80","20","0.9048410518576538","0.9380572662281145","0.7719761943758128","0.012085863033678111"
"288","100","0.4","0.35","144","5","single","60","0.2","0.5","0.1","1","0.05","500","2000","0.5","0.01","true","false","all","5","8","1.5","0.3","1","mixed","0.8","0.2","1","3000","1309","53.091522338162704","35.9081498021901","0.19948972112327834","37.77912913443986","27.18724422289575","0.20988405074688812","0.15104024568275418","11.96574497494381","10.96667188785738","15.962037323289517","0.6870471272396026","1110.8730531927033","949.1872028373016","1757.6164546143086","0.5400422830278927","0.1080521712088156","0","0","0","0","0","0","0","0.09546131493287671","80","20","0.9194298415381601","0.9428930799888364","0.8255768877354551","0.009949671019216259"
